researchBudget, productType, productPricePerUnit, productStatus, eventCountry, eventAttendance, afflictionCommunicable, afflictionCasesReported, afflictionDeathRate, afflictionImmunizationPercentage, afflictionCountry, countryRegion, countryGDP, countryLandlocked, countryPopulation, countryRural, salesTotalRevenue
837931,64,629,9,7,-1,0,99083547,-1,-1,2,1,2900,0,1250287939,1,1
658120,64,948,6,4,-1,1,-1,-1,-1,6,0,10700,0,44187637,0,0
396899,64,919,6,7,-1,1,-1,-1,93,9,1,2100,0,212228288,1,0
529172,4,329,6,1,-1,1,16253,0,-1,2,1,5000,0,1303720000,0,0
423641,83,132,6,1,-1,0,-1,-1,-1,8,3,7800,0,199287292,0,1
467932,64,291,0,5,-1,1,-1,-1,98,8,1,2100,0,160304007,1,0
593986,64,109,6,1,-1,1,-1,-1,94,4,1,5000,0,1317885000,0,0
18942,64,16,9,7,-1,1,-1,-1,75,7,0,4000,0,96442590,1,0
908111,64,709,6,8,-1,0,-1,-1,-1,6,1,5000,0,1311020000,0,0
795542,83,763,6,7,-1,1,-1,-1,95,8,1,2900,0,1366417756,1,0
506482,83,833,6,9,-1,1,806000,-1,-1,6,3,7800,0,195713637,0,0
330432,7,372,6,5,-1,0,-1,-1,-1,1,2,9000,0,115695468,0,0
180734,64,80,6,7,-1,0,391267129,-1,-1,9,2,37800,0,309327143,0,1
820356,83,969,8,9,-1,0,28623435,-1,-1,8,2,9000,0,106005199,0,0
979646,64,712,6,7,-1,0,-1,-1,-1,5,3,7800,0,186127108,0,0
323668,64,971,6,9,-1,1,-1,-1,-1,1,1,2100,0,203631356,1,0
512684,83,598,6,4,-1,1,-1,-1,-1,7,0,10700,0,47880595,0,1
663247,64,211,6,9,-1,1,-1,-1,-1,3,2,29800,0,35082954,0,1
486320,83,333,6,7,-1,1,-1,-1,97,5,2,37800,0,318386329,0,0
190475,13,972,6,9,-1,1,-1,-1,94,1,0,4000,0,75523576,1,1
336063,64,438,6,9,30000400,1,-1,-1,-1,5,1,5000,0,1363240000,0,1
770628,64,970,6,9,-1,1,-1,-1,99,4,0,10700,0,52003759,0,0
293016,64,518,6,1,-1,1,-1,-1,78,7,2,37800,0,295516599,0,0
344070,64,390,6,9,-1,1,87923,3,-1,5,2,9000,0,121858251,0,1
869221,83,106,6,5,-1,0,412644359,-1,-1,9,1,5000,0,1354190000,0,1
347379,4,95,6,9,-1,1,-1,-1,95,5,1,2100,0,187280125,1,1
849793,64,101,0,2,-1,1,-1,-1,72,6,2,29800,0,34004889,0,0
299273,83,304,6,9,-1,0,68297899,-1,-1,7,0,4000,0,78232124,1,1
558725,39,620,6,7,-1,1,-1,-1,-1,1,3,7800,0,190130445,0,1
530960,64,305,6,4,-1,1,-1,-1,99,5,2,37800,0,318386329,0,1
686585,64,798,6,7,-1,0,388581200,-1,-1,4,0,4000,0,94447071,1,1
818852,64,968,6,2,-1,0,-1,-1,-1,4,1,2100,0,165803560,1,0
949177,75,153,9,8,-1,0,-1,-1,-1,6,1,5000,0,1313973713,0,0
79699,64,683,7,4,-1,1,-1,-1,-1,6,1,2900,0,1095351995,1,1
601638,83,984,9,9,-1,1,-1,-1,99,3,1,2100,0,160304007,1,0
770889,64,380,7,2,-1,1,17213,3300,-1,7,3,7800,0,201035904,0,1
577066,10,649,6,7,-1,1,-1,-1,-1,8,2,29800,0,35437435,0,0
485051,64,696,6,5,-1,0,8378274,-1,-1,1,3,7800,0,192030362,0,1
713392,64,780,6,7,-1,1,-1,-1,-1,8,2,9000,0,110815272,0,1
774262,75,997,7,9,-1,0,21062651,-1,-1,8,1,5000,0,1402760000,0,0
34092,70,453,6,9,-1,0,-1,-1,-1,4,1,5000,0,1313973713,0,1
376879,64,370,6,9,30000400,1,23822,7800,-1,7,0,10700,0,58558267,0,1
956804,64,821,0,5,292161,1,-1,-1,99,4,2,29800,0,33628895,0,1
440096,64,420,9,1,-1,1,-1,-1,93,1,2,37800,0,298379912,0,0
351385,8,125,6,1,366370,1,-1,-1,-1,1,1,2100,0,195305012,1,1
959275,64,688,9,7,-1,1,391255,37,-1,6,0,10700,0,57792520,0,1
934177,64,369,7,7,-1,1,-1,-1,97,8,3,7800,0,192030362,0,1
188453,64,50,6,9,-1,1,-1,-1,-1,4,1,5000,0,1371860000,0,0
601498,64,106,9,1,-1,1,-1,-1,-1,6,3,7800,0,209469320,0,1
444270,83,956,6,9,-1,1,-1,-1,70,1,1,2900,0,1250287939,1,0
529067,64,579,6,9,-1,1,-1,-1,75,7,1,2900,0,1366417756,1,1
221659,5,540,6,7,-1,1,511063,-1,-1,4,2,37800,0,295516599,0,0
853679,10,204,9,7,-1,1,-1,-1,94,2,2,37800,0,326838199,0,1
793835,51,598,0,2,-1,1,1807,0,-1,1,3,7800,0,202763744,0,0
485969,22,280,9,6,-1,1,-1,-1,70,1,0,4000,0,94447071,1,1
138483,83,990,6,9,-1,1,-1,-1,82,9,1,2900,0,1234281163,1,1
39301,64,110,6,9,-1,1,-1,-1,95,3,1,2100,0,175525610,1,1
319707,83,277,6,7,-1,1,-1,-1,99,5,2,29800,0,32889025,0,0
333011,64,200,6,9,-1,1,-1,-1,87,9,2,9000,0,109170503,0,0
626526,64,211,6,2,-1,1,-1,-1,98,3,1,5000,0,1311020000,0,0
735763,51,79,8,9,-1,1,243822,-1,-1,3,2,9000,0,121858251,0,0
427342,8,999,9,7,-1,0,-1,-1,-1,1,2,9000,0,127575529,0,1
867914,64,266,9,4,-1,0,25659879,-1,-1,6,0,10700,0,57792520,0,0
636985,64,201,6,1,-1,1,-1,-1,99,4,2,9000,0,112463886,0,0
430884,64,565,6,9,-1,1,-1,-1,99,4,3,7800,0,204471759,0,1
98082,63,15,6,5,-1,1,38206,-1,-1,2,1,5000,0,1371860000,0,1
23395,59,145,9,3,-1,1,-1,-1,-1,5,2,37800,0,318386329,0,0
665255,64,108,7,1,-1,0,-1,-1,-1,1,2,37800,0,304093966,0,0
427417,64,107,6,2,-1,1,-1,-1,90,5,0,10700,0,56207649,0,1
914200,83,949,5,4,-1,1,-1,-1,98,5,0,10700,0,47880595,0,0
118354,83,303,6,6,-1,1,-1,-1,99,4,0,4000,0,90424668,1,1
764890,64,535,7,7,-1,1,-1,-1,85,7,2,37800,0,318386329,0,1
445361,65,706,9,7,-1,1,-1,-1,-1,2,1,2900,0,1310152392,1,1
336265,64,105,7,7,-1,1,-1,-1,-1,2,1,2100,0,203631356,1,1
677835,39,373,9,1,-1,1,-1,-1,84,9,1,5000,0,1345035000,0,0
15484,64,160,9,9,-1,1,-1,-1,-1,6,1,2100,0,203631356,1,1
822568,64,172,6,4,-1,1,13866,0,-1,8,0,10700,0,55386369,0,1
737247,83,313,6,8,-1,1,-1,-1,-1,1,0,4000,0,96442590,1,0
201094,83,332,6,4,-1,1,-1,-1,77,6,2,29800,0,34004889,0,0
694345,64,94,9,9,-1,1,-1,-1,83,7,2,29800,0,34339328,0,0
556179,64,948,9,1,-1,1,-1,-1,-1,2,3,7800,0,188167353,0,1
718471,83,170,6,9,-1,1,-1,-1,-1,2,2,29800,0,33247118,0,1
478882,75,440,6,2,-1,1,-1,-1,96,3,0,10700,0,50477013,0,1
226476,64,662,6,4,-1,1,-1,-1,-1,8,0,4000,0,98423602,1,0
24056,64,632,6,1,-1,1,-1,-1,-1,7,0,4000,0,100388076,1,0
392767,64,404,0,9,-1,0,-1,-1,-1,6,0,10700,0,57009751,0,0
380557,64,585,6,7,-1,0,8378274,-1,-1,1,0,10700,0,49779472,0,1
621336,91,543,6,3,-1,1,595927,39,-1,6,0,4000,0,88404652,1,1
376617,83,90,9,5,804659,1,-1,-1,91,1,2,29800,0,35437435,0,1
724468,5,344,6,7,-1,1,662100,-1,-1,6,1,5000,0,1354190000,0,0
170848,83,808,6,9,-1,1,-1,-1,94,2,1,2900,0,1265780243,1,1
204140,63,989,6,6,296440,1,-1,-1,91,5,2,29800,0,36545295,0,1
527938,8,513,9,7,-1,1,-1,-1,84,4,0,4000,0,75523576,1,0
940338,91,5,6,9,-1,1,-1,-1,53,7,3,7800,0,192030362,0,0
493020,64,967,7,6,-1,1,-1,-1,-1,9,2,29800,0,33098932,0,1
775469,51,143,6,9,-1,0,-1,-1,-1,5,1,5000,0,1311020000,0,1
549461,64,505,6,7,-1,1,-1,-1,99,5,1,5000,0,1311020000,0,1
436138,64,563,6,7,-1,0,-1,-1,-1,8,2,37800,0,298379912,0,0
225862,64,601,6,3,-1,1,-1,-1,98,3,1,2100,0,199426953,1,1
183966,64,402,0,9,-1,1,-1,-1,-1,6,0,4000,0,76873670,1,0
741349,83,589,6,9,-1,1,-1,-1,-1,2,1,5000,0,1345035000,0,1
847536,64,855,6,1,-1,0,-1,-1,-1,9,1,2900,0,1324517250,1,0
72853,83,830,6,6,3178856,1,-1,-1,-1,4,2,9000,0,106005199,0,1
639600,64,960,9,7,-1,1,-1,-1,-1,1,0,10700,0,55386369,0,1
654778,64,890,6,4,-1,1,-1,-1,-1,1,0,10700,0,57792520,0,1
142260,64,807,9,4,-1,1,93064,3,-1,5,2,9000,0,106005199,0,1
281337,64,481,9,7,-1,1,-1,-1,91,9,1,5000,0,1363240000,0,1
127457,64,942,6,2,-1,0,38896160,-1,-1,3,2,37800,0,304093966,0,0
78264,64,185,6,9,51050,1,54657,-1,-1,9,1,2100,0,216565317,1,1
79709,64,32,8,7,-1,1,-1,-1,-1,5,2,29800,0,33098932,0,1
817683,83,211,6,4,-1,1,-1,-1,98,8,2,9000,0,112463886,0,1
180147,64,150,6,9,-1,1,-1,-1,-1,4,2,9000,0,124777326,0,0
648874,64,165,6,9,-1,0,-1,-1,-1,4,1,2900,0,1366417756,1,1
738927,83,959,6,9,-1,1,447493,120000,-1,6,1,2100,0,187280125,1,1
453957,83,995,9,1,-1,1,-1,-1,92,4,1,2100,0,167808106,1,0
980836,64,385,9,9,-1,1,-1,-1,-1,8,2,29800,0,35082954,0,1
944148,64,460,6,9,-1,1,-1,-1,-1,2,3,7800,0,192030362,0,1
167392,83,138,6,7,-1,1,-1,-1,-1,4,2,29800,0,37593384,0,0
544029,64,197,6,1,-1,1,-1,-1,-1,9,2,9000,0,107449525,0,1
556504,64,34,6,9,51050,1,48889,13000,-1,5,1,2900,0,1095351995,1,1
849598,64,64,6,1,-1,1,-1,-1,-1,4,1,5000,0,1371860000,0,0
850589,64,843,6,9,-1,1,-1,-1,92,2,2,29800,0,34004889,0,0
43422,83,940,0,7,-1,1,-1,-1,-1,1,2,9000,0,115695468,0,1
17897,82,91,6,1,-1,1,22926,2,-1,3,1,2100,0,167808106,1,0
588428,64,604,6,1,1195299,1,-1,-1,-1,9,0,10700,0,44187637,0,1
472708,64,822,6,9,-1,1,-1,-1,74,6,2,9000,0,126190782,0,1
644049,83,974,9,9,-1,1,-1,-1,90,1,3,7800,0,201035904,0,0
389744,51,437,6,2,-1,1,-1,-1,-1,8,0,10700,0,52832659,0,0
403321,64,727,9,7,-1,0,399986557,-1,-1,9,2,37800,0,313877662,0,0
613128,64,348,6,1,455342,0,-1,-1,-1,2,1,2900,0,1095351995,1,1
267903,64,37,8,9,-1,1,-1,-1,93,1,1,2100,0,160304007,1,1
172572,64,266,9,7,-1,1,-1,-1,76,3,1,5000,0,1407745000,0,1
929319,83,784,6,7,-1,1,-1,-1,71,6,1,2900,0,1265780243,1,1
640088,64,673,6,7,-1,1,-1,-1,99,4,0,4000,0,94447071,1,0
500834,83,692,6,2,-1,1,-1,-1,91,9,1,5000,0,1407745000,0,1
22812,64,808,6,2,-1,0,406818641,-1,-1,9,0,10700,0,54544184,0,0
910278,64,236,6,6,296440,1,-1,-1,74,7,1,2900,0,1234281163,1,0
800477,64,274,0,3,-1,1,824238,-1,-1,4,2,9000,0,107560155,0,1
646189,51,611,9,9,-1,0,78283092,-1,-1,7,2,29800,0,34714222,0,0
23945,83,499,6,9,-1,1,-1,-1,92,2,2,9000,0,121858251,0,0
231695,64,762,0,3,-1,0,-1,-1,-1,4,2,37800,0,306771529,0,1
635675,83,313,6,4,-1,0,112525915,-1,-1,9,1,2900,0,1250287939,1,0
519955,64,990,9,9,51050,1,20191,5000,-1,3,1,2900,0,1352642283,1,1
133187,64,787,6,2,-1,1,-1,-1,76,6,2,9000,0,123333379,0,1
984035,63,701,6,8,-1,1,-1,-1,85,3,0,4000,0,96442590,1,1
672747,64,644,6,9,-1,1,-1,-1,-1,1,1,2900,0,1280842119,1,0
957676,64,185,6,7,-1,0,-1,-1,-1,5,2,37800,0,328329953,0,0
602402,64,608,9,7,-1,1,-1,-1,-1,1,2,29800,0,35437435,0,1
367059,51,229,9,7,-1,0,-1,-1,-1,3,0,10700,0,51216967,0,1
251985,64,372,6,2,-1,0,86746958,-1,-1,7,3,7800,0,206163056,0,0
293976,64,875,6,3,-1,0,40946682,-1,-1,3,1,2100,0,203631356,1,0
446812,64,452,6,9,-1,1,-1,-1,-1,1,0,10700,0,55386369,0,0
956145,87,70,0,1,-1,1,-1,-1,94,8,0,10700,0,57009751,0,1
217688,64,991,0,8,-1,1,-1,-1,75,7,2,37800,0,323071755,0,1
18650,64,970,6,9,-1,1,-1,-1,93,8,1,2100,0,199426953,1,0
331347,64,172,6,1,-1,1,-1,-1,93,2,2,9000,0,124777326,0,1
331630,64,659,6,1,366370,1,48889,13000,-1,5,2,29800,0,33098932,0,0
867620,64,802,9,7,-1,1,-1,-1,65,7,1,5000,0,1363240000,0,0
118273,75,97,9,1,-1,0,-1,-1,-1,8,2,9000,0,107449525,0,1
939230,51,359,7,1,-1,0,-1,-1,-1,5,2,9000,0,120355137,0,0
851349,83,709,6,1,325138,0,-1,-1,-1,6,2,37800,0,306771529,0,0
11710,83,813,6,7,-1,0,406818641,-1,-1,9,2,9000,0,120355137,0,1
52299,64,409,9,1,-1,1,-1,-1,-1,8,1,2100,0,165803560,1,0
901105,64,30,8,9,-1,1,151513,-1,-1,9,2,29800,0,32571174,0,0
246098,9,643,6,6,729000,0,-1,-1,-1,8,2,29800,0,32889025,0,0
427519,5,691,6,8,-1,1,-1,-1,-1,4,3,7800,0,193886505,0,1
951502,64,315,6,9,-1,0,-1,-1,-1,7,3,7800,0,188078227,0,1
643235,8,171,6,1,455342,1,-1,-1,71,6,1,2900,0,1250287939,1,1
541948,64,885,6,4,-1,1,-1,-1,-1,2,0,10700,0,53687125,0,0
641884,75,523,9,7,-1,1,-1,-1,96,3,1,2100,0,175525610,1,1
158470,64,364,9,9,-1,0,30102439,-1,-1,8,1,2900,0,1200669762,1,0
420401,64,424,9,1,1168509,1,-1,-1,99,4,1,2100,0,203631356,1,1
833351,11,937,7,9,-1,0,388147770,-1,-1,4,1,2100,0,207906210,1,1
422224,64,288,0,6,-1,0,-1,-1,-1,2,1,5000,0,1363240000,0,0
499255,64,222,9,3,-1,1,-1,-1,90,1,2,29800,0,34714222,0,0
479270,64,784,9,7,-1,1,-1,-1,92,2,3,7800,0,202763744,0,0
70606,64,723,6,9,-1,1,-1,-1,99,5,3,7800,0,199287292,0,0
349239,64,350,6,4,-1,1,-1,-1,96,3,2,9000,0,107560155,0,0
322962,64,476,8,4,-1,1,15745,6300,-1,3,3,7800,0,193886505,0,0
40511,64,293,6,7,-1,1,-1,-1,68,7,0,4000,0,88404652,1,0
585136,83,250,6,7,-1,1,-1,-1,-1,8,0,4000,0,76873670,1,0
7489,51,173,9,3,-1,1,-1,-1,-1,9,2,29800,0,33098932,0,0
166334,64,795,9,9,-1,0,8302600,-1,-1,1,0,10700,0,57792520,0,0
355653,83,623,0,5,-1,0,18146851,-1,-1,6,2,37800,0,326838199,0,0
79970,64,956,6,6,-1,0,-1,-1,-1,7,1,2900,0,1310152392,1,1
892911,64,554,6,9,-1,1,-1,-1,99,4,0,10700,0,53687125,0,0
915413,64,906,9,7,-1,1,-1,-1,75,7,2,37800,0,323071755,0,1
948846,64,158,5,4,-1,1,-1,-1,99,4,1,2100,0,203631356,1,1
307488,64,15,6,7,-1,1,-1,-1,-1,7,1,5000,0,1313973713,0,0
894474,64,951,6,6,-1,1,-1,-1,98,3,2,9000,0,115695468,0,1
338973,64,835,6,5,-1,1,-1,-1,98,3,1,2100,0,199426953,1,1
567830,64,439,9,7,-1,1,-1,-1,-1,4,3,7800,0,204471759,0,0
777066,64,152,6,3,-1,1,-1,-1,96,3,2,37800,0,304093966,0,0
530838,51,541,6,1,-1,1,-1,-1,95,8,1,2900,0,1352642283,1,1
253731,77,99,6,7,-1,1,-1,-1,-1,6,1,2900,0,1095351995,1,0
402031,83,851,6,2,-1,1,-1,-1,-1,7,1,5000,0,1317885000,0,1
917418,64,92,6,6,-1,1,-1,-1,91,1,1,2900,0,1217726217,1,0
995262,64,749,6,2,-1,1,-1,-1,89,1,3,7800,0,197514541,0,0
712412,83,682,6,9,250001000,1,-1,-1,99,4,1,5000,0,1363240000,0,0
934786,51,108,0,1,2725860,1,-1,-1,-1,9,2,37800,0,326838199,0,0
397772,64,976,6,6,-1,1,19733,5000,-1,3,2,29800,0,36109487,0,0
834044,77,341,6,1,1195299,1,-1,-1,80,5,2,29800,0,37593384,0,0
722230,83,570,6,1,-1,1,2076,0,-1,1,1,2100,0,212228288,1,1
509727,64,958,0,9,-1,1,-1,-1,91,1,1,2100,0,191260799,1,1
543502,64,158,6,7,-1,1,132332109,-1,-1,9,2,29800,0,36109487,0,1
901170,83,402,9,5,-1,1,-1,-1,99,5,0,4000,0,79636081,1,0
264079,83,786,6,9,-1,1,-1,-1,73,9,0,10700,0,50477013,0,1
246876,64,197,6,9,-1,1,19733,5000,-1,3,2,9000,0,123333379,0,1
335858,64,141,8,1,2725860,1,-1,-1,-1,9,0,10700,0,49779472,0,0
88703,83,340,6,4,-1,1,19964,4500,-1,3,2,29800,0,36545295,0,0
68799,64,567,9,7,-1,1,-1,-1,-1,2,3,7800,0,207833825,0,1
701985,83,279,6,7,-1,1,-1,-1,-1,7,2,9000,0,126190782,0,1
753701,64,119,6,4,-1,1,-1,-1,-1,3,0,10700,0,51216967,0,1
131679,75,627,0,9,-1,1,-1,-1,-1,6,0,4000,0,78887007,1,0
4197,64,241,6,6,-1,1,119188741,-1,-1,9,2,37800,0,318386329,0,1
73126,63,727,6,8,-1,1,-1,-1,-1,1,3,7800,0,199287292,0,1
556518,64,120,9,5,-1,1,-1,-1,55,1,1,2100,0,195305012,1,1
93942,64,394,6,6,-1,0,-1,-1,-1,9,0,10700,0,57009751,0,1
309965,64,815,9,5,65750,0,380195800,-1,-1,4,3,7800,0,188167353,0,0
721294,70,206,6,7,-1,1,-1,-1,92,2,2,29800,0,32889025,0,1
289269,64,407,6,7,-1,1,-1,-1,-1,6,1,5000,0,1303720000,0,0
73577,64,275,9,9,-1,0,-1,-1,-1,7,3,7800,0,201035904,0,1
351561,51,193,6,9,-1,1,-1,-1,92,2,0,4000,0,84529251,1,0
408967,64,177,6,6,-1,1,-1,-1,84,9,2,9000,0,120355137,0,1
169294,64,862,9,9,-1,1,-1,-1,-1,8,2,29800,0,36109487,0,0
71103,5,744,6,7,-1,1,-1,-1,93,2,0,10700,0,48489464,0,1
742832,64,149,6,9,-1,0,84315580,-1,-1,5,1,5000,0,1303720000,0,0
716206,64,531,6,7,-1,0,-1,-1,-1,7,0,10700,0,56207649,0,1
763583,83,229,8,5,-1,1,-1,-1,-1,1,0,10700,0,44187637,0,1
64795,64,315,9,7,-1,0,20588656,-1,-1,6,1,2100,0,160304007,1,1
904648,64,930,0,9,-1,0,-1,-1,-1,7,0,10700,0,48489464,0,0
674729,64,281,7,7,-1,1,-1,-1,84,6,2,29800,0,35437435,0,1
314389,64,341,6,9,-1,1,-1,-1,91,9,2,9000,0,127575529,0,1
215633,64,808,6,9,-1,0,92460267,-1,-1,5,2,29800,0,35437435,0,1
31713,64,320,6,6,-1,1,-1,-1,90,2,2,37800,0,328329953,0,1
670798,64,535,7,9,-1,1,13991330,-1,-1,5,1,2900,0,1250287939,1,1
737199,83,63,6,7,-1,1,-1,-1,89,9,2,29800,0,36545295,0,0
491107,64,393,6,1,-1,0,-1,-1,-1,5,2,9000,0,120355137,0,1
715657,83,810,6,9,250001000,1,-1,-1,90,1,3,7800,0,201035904,0,0
611848,83,128,6,5,-1,1,-1,-1,77,7,1,2100,0,164022626,1,0
453169,64,468,9,9,-1,1,-1,-1,-1,1,0,4000,0,86422240,1,1
942368,64,898,6,1,1195299,0,21809176,-1,-1,6,3,7800,0,190130445,0,0
984247,64,769,6,7,-1,1,-1,-1,97,3,2,9000,0,120355137,0,1
425755,51,419,6,7,-1,1,-1,-1,85,9,1,2900,0,1295600768,1,1
541514,64,192,6,2,-1,1,-1,-1,56,7,1,2900,0,1200669762,1,0
601629,64,668,9,7,-1,1,-1,-1,85,6,3,7800,0,204471759,0,1
687771,64,320,6,6,-1,1,-1,-1,97,3,0,10700,0,55386369,0,1
46629,51,256,6,3,-1,1,-1,-1,-1,1,2,37800,0,313877662,0,1
222210,83,648,6,9,-1,1,-1,-1,-1,7,1,5000,0,1402760000,0,1
444713,64,899,6,2,-1,1,-1,-1,97,8,1,2100,0,191260799,1,1
601897,64,756,6,5,-1,1,-1,-1,99,4,2,9000,0,110815272,0,0
61263,64,759,6,2,-1,1,-1,-1,99,4,1,2900,0,1265780243,1,1
796808,64,178,8,9,-1,1,-1,-1,-1,1,1,5000,0,1345035000,0,1
991688,59,581,6,9,-1,1,-1,-1,-1,8,1,2900,0,1338676779,1,1
914730,64,514,9,2,-1,1,-1,-1,99,5,2,29800,0,32571174,0,1
804234,64,525,6,1,-1,1,47029,16000,-1,5,0,10700,0,55386369,0,0
271084,83,524,6,1,-1,0,18253340,-1,-1,3,0,4000,0,94447071,1,0
73893,64,115,6,5,-1,1,-1,-1,-1,4,1,2100,0,187280125,1,0
789539,64,324,6,1,-1,1,-1,-1,99,4,2,29800,0,36109487,0,0
570974,64,890,6,1,-1,1,-1,-1,99,3,2,37800,0,313877662,0,0
853007,64,579,6,7,-1,1,-1,-1,-1,8,3,7800,0,195713637,0,0
749232,64,151,9,4,-1,1,-1,-1,95,8,2,9000,0,126190782,0,1
327276,64,95,6,5,-1,0,-1,-1,-1,7,2,29800,0,36545295,0,1
308895,64,93,6,2,-1,0,-1,-1,-1,8,1,2100,0,164022626,1,1
978650,64,709,0,9,-1,1,1889,500,-1,8,0,4000,0,94447071,1,0
208873,83,114,6,9,-1,1,-1,-1,63,7,2,37800,0,311583481,0,0
574884,64,948,8,7,-1,1,-1,-1,99,4,0,10700,0,51216967,0,1
280048,10,532,9,3,-1,0,-1,-1,-1,5,3,7800,0,197514541,0,0
541211,64,952,6,7,-1,1,-1,-1,99,4,1,2100,0,187280125,1,0
197280,64,390,6,1,-1,1,-1,-1,75,7,0,10700,0,56207649,0,1
585489,51,603,9,4,-1,1,-1,-1,-1,8,2,9000,0,107560155,0,1
668475,39,578,9,2,-1,1,-1,-1,95,8,1,2900,0,1352642283,1,0
860434,51,471,6,7,-1,0,8435934,-1,-1,1,2,29800,0,32571174,0,1
692421,64,434,9,5,-1,1,-1,-1,-1,3,2,29800,0,35082954,0,1
390151,64,510,6,3,-1,1,-1,-1,95,8,2,37800,0,306771529,0,1
763197,64,225,6,6,3178856,0,362644736,-1,-1,9,2,37800,0,295516599,0,1
762139,64,356,5,9,-1,1,48541,13000,-1,5,0,4000,0,100388076,1,1
181484,64,161,6,6,-1,1,119188741,-1,-1,9,1,5000,0,1371860000,0,1
992874,64,274,6,9,15900,1,-1,-1,99,5,2,37800,0,318386329,0,0
989614,64,254,6,1,-1,1,-1,-1,-1,1,2,37800,0,298444215,0,0
706519,51,303,6,6,-1,1,-1,-1,76,6,3,7800,0,206163056,0,0
512914,64,589,6,4,-1,1,-1,-1,92,2,2,37800,0,295516599,0,0
60028,83,564,6,7,-1,1,606118,71,-1,6,2,29800,0,32571174,0,0
85874,64,801,6,7,-1,1,10096520,-1,-1,7,1,2100,0,199426953,1,0
815848,64,327,9,7,-1,1,-1,-1,99,3,0,4000,0,86422240,1,0
404831,77,99,6,6,729000,1,0,-1,-1,8,2,29800,0,32889025,0,0
733475,64,510,9,7,-1,1,-1,-1,93,2,0,4000,0,81134789,1,0
891155,10,943,6,9,-1,0,388147770,-1,-1,4,1,5000,0,1396215000,0,1
437679,83,991,6,9,-1,0,-1,-1,-1,2,3,7800,0,190130445,0,0
700861,64,467,9,6,-1,1,28699,2,-1,3,1,2100,0,207906210,1,0
237082,10,578,9,1,-1,1,-1,-1,-1,7,2,9000,0,106005199,0,1
423154,64,314,6,7,-1,1,19497,5900,-1,3,3,7800,0,204471759,0,1
934325,83,353,6,1,-1,1,-1,-1,-1,4,3,7800,0,201035904,0,0
548313,5,952,6,9,-1,1,-1,-1,93,1,1,2900,0,1183209471,1,1
641490,64,228,0,5,5029873,1,-1,-1,-1,3,1,2900,0,1310152392,1,1
185653,39,374,9,4,-1,1,-1,-1,95,5,0,10700,0,56207649,0,0
524808,64,481,6,5,-1,1,-1,-1,-1,5,2,9000,0,126190782,0,1
286917,64,137,6,7,-1,1,-1,-1,88,9,1,5000,0,1387790000,0,1
479071,64,145,6,1,-1,1,-1,-1,53,7,1,2900,0,1200669762,1,0
25295,39,821,0,8,-1,1,-1,-1,-1,1,1,2100,0,203631356,1,1
641265,64,699,6,9,-1,0,89381679,-1,-1,5,1,2100,0,175525610,1,1
817113,64,266,6,7,-1,1,-1,-1,-1,3,1,2900,0,1366417756,1,0
704863,64,795,6,7,-1,1,-1,-1,-1,6,0,4000,0,78887007,1,1
422161,64,499,0,9,-1,1,-1,-1,99,5,1,5000,0,1363240000,0,0
231966,83,568,6,7,-1,1,-1,-1,-1,9,1,5000,0,1345035000,0,0
124776,83,893,6,6,-1,1,-1,-1,-1,2,1,2100,0,195305012,1,0
343035,64,224,9,9,-1,1,3048674,40,-1,9,0,4000,0,82761244,1,1
429126,83,566,6,7,-1,0,-1,-1,-1,9,2,9000,0,118827158,0,1
771388,64,837,6,7,-1,1,-1,-1,93,9,1,2100,0,212228288,1,0
403145,5,980,0,7,-1,1,0,-1,-1,8,2,9000,0,107560155,0,1
18186,64,734,9,1,1195299,1,40506,-1,-1,2,3,7800,0,197514541,0,0
525235,51,503,9,9,-1,1,-1,-1,-1,1,3,7800,0,188167353,0,0
637089,64,249,9,8,-1,0,424955922,-1,-1,9,2,9000,0,127575529,0,0
916638,75,579,6,6,-1,1,-1,-1,87,3,3,7800,0,204471759,0,0
354397,64,14,6,6,-1,1,-1,-1,-1,4,2,9000,0,109170503,0,1
637021,64,741,7,9,-1,1,15284,6400,-1,3,2,9000,0,109170503,0,0
66559,0,430,9,4,-1,1,623821,67,-1,6,1,5000,0,1317885000,0,0
280804,64,959,7,7,-1,1,816492,2,-1,4,3,7800,0,211049519,0,0
812149,64,341,8,4,51436,0,-1,-1,-1,6,1,2900,0,1095351995,1,1
137396,64,545,6,9,-1,1,-1,-1,99,5,3,7800,0,188167353,0,0
102589,9,312,6,2,-1,1,-1,-1,89,1,1,2100,0,179424643,1,1
250132,83,162,6,5,-1,1,-1,-1,-1,7,2,29800,0,32243753,0,1
939704,64,755,9,7,-1,1,-1,-1,88,3,2,37800,0,326838199,0,0
819700,6,485,9,2,-1,1,-1,-1,91,1,0,10700,0,53687125,0,1
656995,83,409,6,8,-1,0,102738592,-1,-1,2,2,9000,0,124777326,0,1
769052,64,14,7,7,-1,1,-1,-1,93,6,1,2900,0,1295600768,1,0
120624,83,947,6,7,-1,1,-1,-1,87,1,0,4000,0,84529251,1,1
463408,10,485,0,7,-1,0,424955922,-1,-1,9,1,2900,0,1366417756,1,0
752672,64,431,7,5,-1,1,-1,-1,-1,8,1,2100,0,216565317,1,1
562087,64,789,6,3,-1,1,-1,-1,77,7,0,10700,0,49119766,0,0
